0.14573388	0.13999991	-0.15438706	0.12247409	0.17102534	-0.14101513	-0.19882983	0.19593346	0.16760312	0.11772164	-0.12915562	-0.18181863	-0.18655513	-0.17779389	-0.17682067	-0.14547989
0.015766812	0.035837613	-0.01633139	0.006641531	-0.009145026	-0.057247464	-0.07215347	0.012884034	0.10355882	0.047529187	-0.070771664	-0.06289273	-0.018693242	-0.04274749	0.0027007703	-0.064869575
-0.044173826	-0.098932125	0.1159074	-0.034000155	-0.040330347	0.057184547	0.03626395	-0.10438603	-0.03815516	-0.08714722	0.06096147	0.07178469	0.09559841	0.11257981	0.036698774	0.106585175
0.114589565	0.021206116	-0.08814137	0.10574676	0.032228645	-0.10151724	-0.05138725	0.07431822	0.09327738	0.09274827	-0.12173506	-0.089858845	-0.07016508	-0.096761785	-0.05411541	-0.07071861
0.25956985	0.23173852	-0.2897159	0.24319476	0.287834	-0.17965035	-0.2982293	0.34289578	0.33146214	0.2582878	-0.27303445	-0.2840385	-0.31092995	-0.33811465	-0.24082397	-0.19059828
-0.07564121	-0.11869165	0.06609702	-0.091867834	-0.09049814	0.12232022	0.14533205	-0.107237786	-0.0350522	-0.09016733	0.06763238	0.08005642	0.079999186	0.08044506	0.14279555	0.0670448
-0.055173963	-0.05517478	0.097962484	-0.08077699	-0.038003165	0.035429794	0.08544749	-0.115683064	-0.10729274	-0.023235781	0.12043389	0.059458658	0.09551529	0.12386639	0.04562775	0.022835787
0.09312614	0.13652466	-0.08938207	0.030643262	0.13393092	-0.11956126	-0.11402303	0.14338626	0.16815482	0.13433442	-0.09400134	-0.10396956	-0.05098723	-0.15047997	-0.10188304	-0.09576826
0.14797482	0.114473775	-0.17673932	0.072926454	0.16539603	-0.12181746	-0.18584049	0.19693643	0.1872533	0.12501404	-0.13075612	-0.1721123	-0.13130662	-0.19890346	-0.16649272	-0.10395163
-0.06502118	-0.033865407	0.06445795	-0.08686873	-0.09686343	0.03321984	0.094159774	-0.09647849	-0.14394243	-0.072728865	0.08039554	0.07255292	0.042450078	0.11544549	0.12733512	0.10229574
0.07901265	0.013193027	-0.035403073	0.02629127	0.047885504	-0.031194253	-0.10086546	0.047588665	0.06461558	0.025106093	-0.0371889	-0.019646114	-0.054092877	-0.11209048	-0.08265582	0.009837724
0.14383012	0.1066609	-0.090795726	0.10728828	0.1056309	-0.13057905	-0.16611007	0.12960355	0.10233452	0.072264776	-0.121880904	-0.1568592	-0.14288072	-0.14021574	-0.15731509	-0.15775739
-0.06518033	-0.035622865	0.030711185	0.018370247	-0.012237113	-0.035952967	0.053806633	0.026710209	-0.02182201	-0.0075133494	0.0071371533	-0.031474065	0.011638222	0.061358076	-0.0031565155	-0.016032055
-0.2106345	-0.1943814	0.14308305	-0.18376498	-0.21299742	0.12581408	0.1594345	-0.25919062	-0.20834048	-0.15126497	0.25847083	0.17315064	0.14690466	0.21752518	0.18092918	0.13083065
